,rag,common_entity,entity1,entity2,entity3,entity4
7944,Felix Lohkemper,F. Lohkemper,1. FC Nürnberg,7,Germany,German 2. Bundesliga
7945,El-Hadji Ba,E. Ba,Racing Club de Lens,7,France,French Ligue 2
7946,Jefferson Nogueira Junior,Jefferson,Gazişehir Gaziantep F.K.,8,Brazil,Turkish Süper Lig
7947,임채민 林查明,Lim Chai Min,Seongnam FC,26,Korea Republic,Korean K League 1
7948,Simone Pasa,S. Pasa,Pordenone,14,Italy,Italian Serie B
7949,Adam Deja,A. Deja,Arka Gdynia,16,Poland,Polish T-Mobile Ekstraklasa
7950,Godsway Donyoh,G. Donyoh,FC Nordsjælland,11,Ghana,Danish Superliga
7951,Stefan Lex,S. Lex,TSV 1860 München,7,Germany,German 3. Bundesliga
7952,Sam Johan Hampus Lundholm,S. Lundholm,IK Sirius,15,Sweden,Swedish Allsvenskan
7953,Sascha Horvath,S. Horvath,SG Dynamo Dresden,29,Austria,German 2. Bundesliga
7954,Aleksandar Jovanović,A. Jovanović,Jeju United FC,15,Australia,Korean K League 1
7955,Erik Jonathan Ring,J. Ring,Djurgårdens IF,11,Sweden,Swedish Allsvenskan
7956,Lucas Alves de Araújo,Lucas,FC Luzern,5,Brazil,Swiss Super League
7957,Nicolai Søberg Poulsen,N. Poulsen,Aarhus GF,6,Denmark,Danish Superliga
7958,Diego Alfredo Vallejos Hernández,D. Vallejos,Curicó Unido,11,Chile,Chilian Campeonato Nacional
7959,Luis Alberto Cabrera Figueroa,L. Cabrera,Audax Italiano,21,Chile,Chilian Campeonato Nacional
7960,Welinton Júnior Ferreira dos Santos,Welinton Júnior,Desportivo das Aves,71,Brazil,Portuguese Liga ZON SAGRES
7961,Rolf Linus Wahlqvist,L. Wahlqvist,SG Dynamo Dresden,2,Sweden,German 2. Bundesliga
7962,Anton Vladimirovich Mitryushkin,A. Mitryushkin,FC Sion,1,Russia,Swiss Super League
7963,Luca Crecco,L. Crecco,Pescara,25,Italy,Italian Serie B
7964,Francesco Forte,F. Forte,Waasland-Beveren,9,Italy,Belgian Jupiler Pro League
7965,Víctor Hugo Giraldo López,V. Giraldo,Deportivo Pasto,23,Colombia,Colombian Liga Postobón
7966,Víctor Hugo Soto Azcárate,V. Soto,Club Deportes Tolima,27,Colombia,Colombian Liga Postobón
7967,Jefersson Justino Martínez Valverde,J. Martínez,Millonarios FC,24,Colombia,Colombian Liga Postobón
7968,Eduardo Ignacio Farías Diaz,E. Farias,Club de Deportes Cobresal,16,Chile,Chilian Campeonato Nacional
7969,Gilberto García Olarte,Alcatraz,Rionegro Águilas,20,Colombia,Colombian Liga Postobón
7970,César Augusto Arias Moros,C. Arias,Alianza Petrolera,19,Colombia,Colombian Liga Postobón
7971,Carlos Julio Robles Rocha,C. Robles,Club Deportes Tolima,24,Colombia,Colombian Liga Postobón
7972,Juan Pablo Zuluaga Estrada,J. Zuluaga,América de Cali,21,Colombia,Colombian Liga Postobón
7973,Ray Andrés Vanegas Zúñiga,R. Vanegas,Deportivo Pasto,11,Colombia,Colombian Liga Postobón
7974,Camilo Bryan Rodríguez Pedraza,C. Rodríguez,CD Everton de Viña del Mar,29,Chile,Chilian Campeonato Nacional
7975,Nicolás Iván Orellana Acuña,N. Orellana,CD Universidad de Concepción,22,Chile,Chilian Campeonato Nacional
7976,Francisco Javier Rodríguez Ibarra,F. Rodríguez,Rionegro Águilas,28,Colombia,Colombian Liga Postobón
7977,Luis Carlos Ruiz Morales,L. Ruiz,Junior FC,27,Colombia,Colombian Liga Postobón
7978,Albert Alejandro Acevedo Vergara,A. Acevedo,CD O'Higgins,3,Chile,Chilian Campeonato Nacional
7979,Dario Esteban Melo Pulgar,D. Melo,Colo-Colo,25,Chile,Chilian Campeonato Nacional
7980,Jorge Andrés Aguirre Restrepo,J. Aguirre,Atlético Bucaramanga,21,Colombia,Colombian Liga Postobón
7981,Nicolás Palacios Vidal,N. Palacios,Independiente Medellín,26,Colombia,Colombian Liga Postobón
7982,Augusto Sebastián Barrios Silva,A. Barrios,Universidad de Chile,8,Chile,Chilian Campeonato Nacional
7983,Sebastián Óscar Jaime,S. Jaime,Curicó Unido,19,Argentina,Chilian Campeonato Nacional
7984,Tomás Pablo Asta-Buruaga Montoya,T. Asta-Buruaga,CD Antofagasta,6,Chile,Chilian Campeonato Nacional
7985,Leonardo Nicolás Povea Pérez,L. Povea,CD Huachipato,7,Chile,Chilian Campeonato Nacional
7986,Jorge Matías Donoso Garate,M. Donoso,Deportes Iquique,9,Chile,Chilian Campeonato Nacional
7987,Henrik Rørvik Bjørdal,H. Bjørdal,SV Zulte Waregem,20,Norway,Belgian Jupiler Pro League
7988,Fernando Gabriel Godoy,F. Godoy,Club Atlético Talleres,77,Argentina,Argentina Primera División
7989,Federico Bravo,F. Bravo,Atlético Tucumán,5,Argentina,Argentina Primera División
7990,Germán Ariel Voboril,G. Voboril,CD Universidad de Concepción,16,Argentina,Chilian Campeonato Nacional
7991,Matías Ezequiel Catalán,M. Catalán,Club Atlético de San Luis,4,Argentina,Mexican Liga MX
7992,Cristian Hernán Díaz,C. Díaz,Club Atlético Central Córdoba,26,Argentina,Argentina Primera División
7993,Rodrigo Felipe Naranjo López,R. Naranjo,Deportes Iquique,1,Chile,Chilian Campeonato Nacional
7994,Mauricio Alejandro Zenteno Morales,M. Zenteno,Deportes Iquique,8,Chile,Chilian Campeonato Nacional
7995,Sebastián Emanuel Moyano,S. Moyano,Unión de Santa Fe,25,Argentina,Argentina Primera División
7996,Sander Svendsen,S. Svendsen,Odense Boldklub,10,Norway,Danish Superliga
7997,Lucas Santiago Melano,L. Melano,Atlético Tucumán,12,Argentina,Argentina Primera División
7998,Tortol Jonathan Lumanza Lembi,T. Lumanza Lembi,Stabæk Fotball,67,Belgium,Norwegian Eliteserien
7999,Philip Aksel Frigast Zinckernagel,P. Zinckernagel,FK Bodø/Glimt,10,Denmark,Norwegian Eliteserien
8000,Alexandru Nicolae Vlad,A. Vlad,FC Voluntari,23,Romania,Romanian Liga I
8001,Luke Terry O'Nien,L. O'Nien,Sunderland,13,England,English League One
8002,Jason Sean McCarthy,J. McCarthy,Millwall,2,England,English League Championship
8003,Yann Boé-Kane,Y. Boé-Kane,Le Mans FC,14,France,French Ligue 2
8004,Diego Armando Díaz Ahumada,D. Díaz,Curicó Unido,2,Chile,Chilian Campeonato Nacional
8005,Andrés Roberto Imperiale,A. Imperiale,Deportes Iquique,15,Argentina,Chilian Campeonato Nacional
8006,Hector Eduardo Berrios Ibarra,H. Berríos,Deportes Iquique,16,Chile,Chilian Campeonato Nacional
8007,Gerardo Ignacio Navarrete Barrientos,G. Navarrete,Coquimbo Unido,23,Chile,Chilian Campeonato Nacional
8008,Karim Azamoum,K. Azamoum,Albacete BP,17,France,Spanish Segunda División
8009,Luis Alberto Cárdenas López,L. Cárdenas,CF Monterrey,22,Mexico,Mexican Liga MX
8010,Fabio Kaufmann,F. Kaufmann,FC Würzburger Kickers,7,Germany,German 3. Bundesliga
8011,Uche Ikpeazu,U. Ikpeazu,Heart of Midlothian,19,England,Scottish Premiership
8012,Duncan Watmore,D. Watmore,Sunderland,14,England,English League One
8013,George Honeyman,G. Honeyman,Hull City,18,England,English League Championship
8014,Joost van Aken,J. van Aken,VfL Osnabrück,13,Netherlands,German 2. Bundesliga
8015,Joni Ensio Kauko,J. Kauko,Esbjerg fB,7,Finland,Danish Superliga
8016,Mateo Sušić,M. Sušić,CFR Cluj,16,Bosnia and Herzegovina,Romanian Liga I
8017,Raphael Framberger,R. Framberger,FC Augsburg,32,Germany,German 1. Bundesliga
8018,Sebastian Mrowca,S. Mrowca,SV Wehen Wiesbaden,10,Poland,German 2. Bundesliga
8019,Tuur Dierckx,T. Dierckx,Waasland-Beveren,55,Belgium,Belgian Jupiler Pro League
8020,Tarique Fosu,T. Fosu,Oxford United,11,England,English League One
8021,Roberto Iván Rodriguez Araya,R. Rodriguez,KFC Uerdingen 05,11,Switzerland,German 3. Bundesliga
8022,Adam Sušac,A. Sušac,VfL Osnabrück,17,Croatia,German 2. Bundesliga
8023,Sandro César Cordovil de Lima,Sandro Lima,Gil Vicente FC,91,Brazil,Portuguese Liga ZON SAGRES
8024,Emmanuel Agyenim Boateng,E. Boateng,D.C. United,22,Ghana,USA Major League Soccer
8025,Azzeddine Doukha,A. Doukha,Al Raed,30,Algeria,Saudi Abdul L. Jameel League
8026,Raphael da Silva Arruda,Raphael Silva,Al Faisaly,4,Brazil,Saudi Abdul L. Jameel League
8027,Conor James Washington,C. Washington,Heart of Midlothian,9,Northern Ireland,Scottish Premiership
8028,Bryan Alfonso Vejar Utreras,B. Véjar,Club Deportivo Palestino,19,Chile,Chilian Campeonato Nacional
8029,Juan Pablo Gómez Vidal,J. Gómez,Unión Española,7,Argentina,Chilian Campeonato Nacional
8030,Fakhereedine Ben Youssef,F. Ben Youssef,Ettifaq FC,99,Tunisia,Saudi Abdul L. Jameel League
8031,Eliser Evangelista Quiñónes Tenorio,E. Quiñones,Millonarios FC,19,Colombia,Colombian Liga Postobón
8032,Pieros Sotiriou,P. Sotiriou,F.C. København,9,Cyprus,Danish Superliga
8033,Joshua Sims,J. Sims,New York Red Bulls,16,England,USA Major League Soccer
8034,Filippo De Col,F. De Col,Spezia,23,Italy,Italian Serie B
8035,Cristian Alejandro Cuevas Jara,C. Cuevas,CD Huachipato,50,Chile,Chilian Campeonato Nacional
8036,Fabián Jorge Manzano Pérez,F. Manzano,Unión La Calera,15,Chile,Chilian Campeonato Nacional
8037,Mario Pavelić,M. Pavelic,Sarpsborg 08 FF,13,Austria,Norwegian Eliteserien
8038,Paweł Kamil Jaroszyński,P. Jaroszyński,US Salernitana 1919,24,Poland,Italian Serie B
8039,Cédric Hountondji,C. Hountondji,Clermont Foot 63,4,Benin,French Ligue 2
8040,Sam Alastair Nicholson,S. Nicholson,Colorado Rapids,28,Scotland,USA Major League Soccer
8041,Patryk Lipski,P. Lipski,Lechia Gdańsk,9,Poland,Polish T-Mobile Ekstraklasa
8042,Diego Ignacio Torres Quintana,D. Torres,Audax Italiano,6,Chile,Chilian Campeonato Nacional
8043,Oumar Diakhité,O. Diakhité,Sepsi OSK Sf. Gheorghe,5,Senegal,Romanian Liga I
8044,Joaquim Claude  Gonçalves Araújo,Claude Gonçalves,Gil Vicente FC,8,Portugal,Portuguese Liga ZON SAGRES
8045,Patrick Ciurria,P. Ciurria,Pordenone,13,Italy,Italian Serie B
8046,Orlando Rubén Yáñez Alabart,Rubén Yáñez,Getafe CF,25,Spain,Spain Primera Division
8047,Diego Roberto Mendoza Meabe,D. Mendoza,Club Atlético Huracán,36,Argentina,Argentina Primera División
8048,Lorenzo Valerio Rosseti,L. Rosseti,Ascoli,10,Italy,Italian Serie B
8049,Samuel Ayomide Adekugbe,S. Adekugbe,Vålerenga Fotball,25,Canada,Norwegian Eliteserien
8050,Joan Campins Vidal,Campins,Royal Excel Mouscron,22,Spain,Belgian Jupiler Pro League
8051,Modou Diagne,M. Diagne,Royal Charleroi S.C.,5,Senegal,Belgian Jupiler Pro League
8052,Avtandil Ebralidze,Avto,FC Voluntari,24,Georgia,Romanian Liga I
8053,Brandon Lee Colin Barker,B. Barker,Rangers FC,21,England,Scottish Premiership
8054,Paweł Piotr Bochniewicz,P. Bochniewicz,Górnik Zabrze,5,Poland,Polish T-Mobile Ekstraklasa
8055,Edgar Babayan,E. Babayan,Hobro IK,17,Armenia,Danish Superliga
8056,Moisés Delgado López,Moi Delgado,Racing Santander,3,Spain,Spanish Segunda División
8057,João Afonso Crispim,João Afonso,Gil Vicente FC,6,Brazil,Portuguese Liga ZON SAGRES
8058,Micheal Azira,M. Azira,Chicago Fire Football Club,16,Uganda,USA Major League Soccer
8059,Brandon Joel Gaetano Borrello,B. Borrello,Sport-Club Freiburg,21,Australia,German 1. Bundesliga
8060,Alex Stik Castro Giraldo,A. Castro,Club Deportes Tolima,23,Colombia,Colombian Liga Postobón
8061,Bill Tuiloma,B. Tuiloma,Portland Timbers,25,New Zealand,USA Major League Soccer
8062,Abdulmajeed Mohammed Al-Sulaiheem,A. Al Sulayhim,Al Shabab,8,Saudi Arabia,Saudi Abdul L. Jameel League
8063,Cameron Mark Thomas Brannagan,C. Brannagan,Oxford United,8,England,English League One
8064,Waylon Dwayne Francis Box,W. Francis,Columbus Crew,14,Costa Rica,USA Major League Soccer
8065,Darío Andrés Rodríguez Parra,D. Rodríguez,Once Caldas,11,Colombia,Colombian Liga Postobón
8066,Sebastián Coris Cardeñosa,Sebas Coris,Girona FC,16,Spain,Spanish Segunda División
8067,Fred Onyedinma,F. Onyedinma,Wycombe Wanderers,23,Nigeria,English League One
8068,Estéfano Arango González,E. Arango,Alianza Petrolera,7,Colombia,Colombian Liga Postobón
8069,Lyes Hafid Houri,L. Houri,FC Viitorul Constanța,19,France,Romanian Liga I
8070,Thierry Ambrose,T. Ambrose,FC Metz,9,France,French Ligue 1
8071,Carlos Andrés Ramírez Aguirre,C. Ramírez,Rionegro Águilas,21,Colombia,Colombian Liga Postobón
8072,Armando Junior Vargas Morales,A. Vargas,La Equidad,18,Colombia,Colombian Liga Postobón
8073,송승민 宋晟敏,Song Seung Min,Sangju Sangmu FC,39,Korea Republic,Korean K League 1
8074,Sivert Heltne Nilsen,S. Nilsen,IF Elfsborg,33,Norway,Swedish Allsvenskan
8075,Ben Sweat,B. Sweat,New York City FC,2,United States,USA Major League Soccer
8076,Daniel Lovitz,D. Lovitz,Club de Foot Montréal,3,United States,USA Major League Soccer
8077,Juan Carlos Pereira Díaz,J. Pereira,Club Unión Magdalena S.A,25,Colombia,Colombian Liga Postobón
8078,朴成,Piao Cheng,Beijing Guoan FC,8,China PR,Chinese Super League
8079,木热合买提江·莫扎帕,M. Mirahmetjan,Tianjin Jinmen Tiger FC,25,China PR,Chinese Super League
8080,金敬道,Jin Jingdao,Shandong Taishan,33,China PR,Chinese Super League
8081,Lewis Morgan,L. Morgan,Celtic,16,Scotland,Scottish Premiership
8082,Kasper Fisker Jensen,K. Fisker,Brøndby IF,8,Denmark,Danish Superliga
8083,Oluwatosin Adarabioyo,T. Adarabioyo,Blackburn Rovers,24,England,English League Championship
8084,Bryan Andrés Carvallo Utreras,B. Carvallo,CD Everton de Viña del Mar,6,Chile,Chilian Campeonato Nacional
8085,柏佳俊,Bai Jiajun,Shanghai Shenhua FC,23,China PR,Chinese Super League
8086,Joris Correa,J. Correa,US Orléans Loiret Football,20,France,French Ligue 2
8087,Nordin Jackers,N. Jackers,KRC Genk,30,Belgium,Belgian Jupiler Pro League
8088,Keziah Veendorp,K. Veendorp,FC Emmen,3,Netherlands,Holland Eredivisie
8089,Freddie Woodman,F. Woodman,Swansea City,27,England,English League Championship
8090,Iván Villar Martínez,Iván Villar,RC Celta de Vigo,25,Spain,Spain Primera Division
8091,Leonel López González,L. López,Club América,13,Mexico,Mexican Liga MX
8092,Luca-Milan Zander,L. Zander,FC St. Pauli,19,Germany,German 2. Bundesliga
8093,Fausto Grillo,F. Grillo,Göztepe SK,26,Argentina,Turkish Süper Lig
8094,Ronan David Jerônimo,Ronan,Rio Ave FC,19,Brazil,Portuguese Liga ZON SAGRES
8095,Joris Kayembe Ditu,J. Kayembe,FC Nantes,34,Belgium,French Ligue 1
8096,Jake Alexander Hesketh,J. Hesketh,Southampton,25,England,English Premier League
8097,Ben Easton Close,B. Close,Portsmouth,33,England,English League One
8098,Pablo Pérez Rodríguez,Pablo Pérez,Real Sporting de Gijón,22,Spain,Spanish Segunda División
8099,Jérôme Hergault,J. Hergault,FC Lorient,14,France,French Ligue 2
8100,Edoardo Lancini,E. Lancini,Brescia,19,Italy,Italian Serie A
8101,Federico Palacios Martínez,F. Palacios Martínez,1. FC Nürnberg,21,Spain,German 2. Bundesliga
8102,Paul Gladon,P. Gladon,Willem II,9,Netherlands,Holland Eredivisie
8103,Aslak Fonn Witry,A. Witry,Djurgårdens IF,16,Norway,Swedish Allsvenskan
8104,Michael James Devlin,M. Devlin,Aberdeen,6,Scotland,Scottish Premiership
8105,Mario Engels,M. Engels,SV Sandhausen,8,Germany,German 2. Bundesliga
8106,İlhan Depe,İ. Depe,Kasimpaşa SK,26,Turkey,Turkish Süper Lig
8107,Maxime Spano-Rahou,M. Spano-Rahou,Valenciennes FC,5,France,French Ligue 2
8108,Andy Jorman Polo Andrade,A. Polo,Portland Timbers,11,Peru,USA Major League Soccer
8109,Xavier Mous,X. Mous,PEC Zwolle,1,Netherlands,Holland Eredivisie
8110,Greg Alexander James Stewart,G. Stewart,Rangers FC,24,Scotland,Scottish Premiership
8111,Marvin Schulz,M. Schulz,FC Luzern,15,Germany,Swiss Super League
8112,Oscar Fernando Salinas Aguilar,O. Salinas,Deportes Iquique,19,Chile,Chilian Campeonato Nacional
8113,Sandi Lovrić,S. Lovric,FC Lugano,24,Austria,Swiss Super League
8114,Paolo Fernándes Cantin,Paolo Fernandes,Perugia,77,Spain,Italian Serie B
8115,José Aurelio Suárez García,José Suárez,Girona FC,30,Spain,Spanish Segunda División
8116,Oluwaseyi Babajide Ojo,S. Ojo,Rangers FC,11,England,Scottish Premiership
8117,Javier Alván Salas Salazar,J. Salas,Cruz Azul,8,Mexico,Mexican Liga MX
8118,Jose Antonio Huentelaf Santana,J. Huentelaf,CD Universidad de Concepción,15,Chile,Chilian Campeonato Nacional
8119,Mohamed Rayhi,M. Rayhi,Sparta Rotterdam,8,Netherlands,Holland Eredivisie
8120,Karol Świderski,K. Świderski,PAOK,9,Poland,Rest of World
8121,Jefferson José Gómez Genes,J. Gómez,Junior FC,21,Colombia,Colombian Liga Postobón
8122,Christophe Psyché,C. Psyché,Kristiansund BK,4,France,Norwegian Eliteserien
8123,Stefan Aškovski,S. Aškovski,FC Botoşani,15,North Macedonia,Romanian Liga I
8124,Germán Andrés Gutiérrez Henao,G. Gutiérrez,Junior FC,2,Colombia,Colombian Liga Postobón
8125,Israel Elías Poblete Zúñiga,I. Poblete,Club de Deportes Cobresal,10,Chile,Chilian Campeonato Nacional
8126,Mario Šitum,M. Šitum,Dinamo Zagreb,16,Croatia,Rest of World
8127,Ezequiel Augusto Bonifacio Moreno,E. Bonifacio,Unión de Santa Fe,19,Argentina,Argentina Primera División
8128,Jessy Bénet,J. Benet,Grenoble Foot 38,21,France,French Ligue 2
8129,吕文君,Lu Wenjun,Shanghai Port FC,11,China PR,Chinese Super League
8130,Tayfur Bingöl,T. Bingöl,Aytemiz Alanyaspor,75,Turkey,Turkish Süper Lig
8131,Krystian Bielik,K. Bielik,Derby County,5,Poland,English League Championship
8132,Romain Gall,R. Gall,Malmö FF,18,United States,Swedish Allsvenskan
8133,Filip Dagerstål,F. Dagerstål,IFK Norrköping,25,Sweden,Swedish Allsvenskan
8134,Greg Docherty,G. Docherty,Rangers FC,23,Scotland,Scottish Premiership
8135,Mohammed Marzouq Al-Kuwaykibi Al-Ruwaili,M. Al Kuwaykibi,Ettifaq FC,7,Saudi Arabia,Saudi Abdul L. Jameel League
8136,Walmer Pacheco Mejía,W. Pacheco,La Equidad,21,Colombia,Colombian Liga Postobón
8137,Giovanni Di Noia,G. Di Noia,Chievo Verona,26,Italy,Italian Serie B
8138,Daniele Liotti,D. Liotti,Pisa,19,Italy,Italian Serie B
8139,Abdoul Bocar Bâ,A. Ba,AJ Auxerre,5,Mauritania,French Ligue 2
8140,Marco Pinato,M. Pinato,Pisa,21,Italy,Italian Serie B
8141,Carlos Nieto Herrero,Carlos Nieto,Real Zaragoza,17,Spain,Spanish Segunda División
8142,Liam Patrick Kelly,L. Kelly,Queens Park Rangers,32,Scotland,English League Championship
8143,Mathias Knutsen Rasmussen,M. Rasmussen,FC Nordsjælland,14,Norway,Danish Superliga
8144,Mads Døhr Thychosen,M. Thychosen,FC Nordsjælland,2,Denmark,Danish Superliga
8145,José Antonio Devecchi,J. Devecchi,San Lorenzo de Almagro,25,Argentina,Argentina Primera División
8146,Lorenzo Gonnelli,L. Gonnelli,Livorno,21,Italy,Italian Serie B
8147,Vlad Alexandru Achim,V. Achim,FC Viitorul Constanța,77,Romania,Romanian Liga I
8148,Sebastián Enrique Salazar Beltrán,S. Salazar,Club Independiente Santa Fe,13,Colombia,Colombian Liga Postobón
8149,Eneko Capilla González,Eneko Capilla,Real Sociedad,29,Spain,Spain Primera Division
8150,Omar Antonio Albornoz Contreras,O. Albornoz,Club Deportes Tolima,29,Colombia,Colombian Liga Postobón
8151,Lukas Boeder,L. Boeder,MSV Duisburg,33,Germany,German 3. Bundesliga
8152,Matthias Bader,M. Bader,1. FC Köln,35,Germany,German 1. Bundesliga
8153,Saša Aleksander Živec,S. Živec,Zagłębie Lubin,7,Slovenia,Polish T-Mobile Ekstraklasa
8154,Bryan Andrés Rovira Ferreira,B. Rovira,Atlético Nacional,8,Colombia,Colombian Liga Postobón
8155,Maximilian Dittgen,M. Dittgen,SV Wehen Wiesbaden,7,Germany,German 2. Bundesliga
8156,Rayan Ny Aina Arnaldo Raveloson,R. Raveloson,ESTAC Troyes,15,Madagascar,French Ligue 2
8157,Reece Oxford,R. Oxford,FC Augsburg,36,England,German 1. Bundesliga
8158,Cristian Agustín Fontana,A. Fontana,Club Atlético Banfield,9,Argentina,Argentina Primera División
8159,Quentin Lecoeuche,Q. Lecoeuche,FC Lorient,23,France,French Ligue 2
8160,Marko Kvasina,M. Kvasina,SV Mattersburg,9,Austria,Austrian Football Bundesliga
8161,Babajide David Akintola,B. Akintola,Rosenborg BK,17,Nigeria,Norwegian Eliteserien
8162,Carl Elliot Leifson Käck,E. Käck,Djurgårdens IF,5,Sweden,Swedish Allsvenskan
8163,Ferdinando Del Sole,F. Del Sole,Castellammare di Stabia,18,Italy,Italian Serie B
8164,Sergio Akieme Rodríguez,Akieme,Rayo Vallecano,3,Spain,Spanish Segunda División
8165,Clément Dépres,C. Depres,Nîmes Olympique,9,France,French Ligue 1
8166,Florian Miguel,F. Miguel,Nîmes Olympique,26,France,French Ligue 1
8167,Brian Nicolás Torrealba Silva,B. Torrealba,CD O'Higgins,23,Chile,Chilian Campeonato Nacional
8168,Jeisson Andrés Vargas Salazar,J. Vargas,Universidad Católica,16,Chile,Chilian Campeonato Nacional
8169,Gabriel Ávalos Stumpfs,G. Ávalos,Patronato,39,Paraguay,Argentina Primera División
8170,Adrián Arregui,A. Arregui,Independiente Medellín,8,Argentina,Colombian Liga Postobón
8171,Rodrigo Javier Noya García,R. Noya,Club Necaxa,24,Argentina,Mexican Liga MX
8172,Halil İbrahim Pehlivan,H. Pehlivan,Gençlerbirliği SK,3,Turkey,Turkish Süper Lig
8173,Franz Brorsson,F. Brorsson,Malmö FF,31,Sweden,Swedish Allsvenskan
8174,Jimmy Antonio Martínez Ruiz,J. Martinez,Universidad de Chile,30,Chile,Chilian Campeonato Nacional
